event_id,release_date,hop,p_i,n_i,prefix_probability,ci_lower,ci_upper,ci_width,state,reason,evsi,review_cost,break_even_probability,execution_reached,is_executed_stop,evaluation_mode,link_parameter_variance_share,measurement_variance_share,regime_drift_variance_share,common_frailty_variance_share,external_cutoff_variance_share
NFP_201112_REL_20120106,2012-01-06,2,0.5245320935789379,21.06495016347412,0.21636213918104466,0.102969215667498,0.357592870197875,0.254623654530377,CONTINUE,next_review_evsi_exceeds_cost,0.013976144199656192,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7464814405054454,0.004833807782651856,0.06388758546641446,0.20482556849545183,0.0009367476951084394
NFP_201112_REL_20120106,2012-01-06,3,0.39037901826619326,14.861855942812628,0.08484945631492508,0.027318545420074298,0.17007477024416684,0.14275622482409253,STOP_REJECT,ci_upper_below_break_even,1.9093515710467003e-07,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7613287118387801,0.0039596282029328665,0.04960167836967428,0.16955840889037396,0.0004285339271133805
NFP_201201_REL_20120203,2012-02-03,1,0.40977528523757273,63.5128838585354,0.4052035008714307,0.24826464641950385,0.5763051511800068,0.32804050476050295,STOP_ABSTAIN,wide_ci_and_review_evsi_below_cost,0.0,0.01,0.20800000000000002,True,True,executed,0.6956167678602098,0.0056910095430969445,0.09538480371392767,0.22657556650388708,0.0019662313010729996
NFP_201201_REL_20120203,2012-02-03,2,0.5223763134800252,21.06495016347412,0.21212172002481863,0.09918525065044204,0.3499633101436319,0.2507780594931899,CONTINUE,next_review_evsi_exceeds_cost,0.016255060567555032,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7271489629810521,0.0047789620688486216,0.0733515116995405,0.20469080104570514,0.0009070636453019412
NFP_201201_REL_20120203,2012-02-03,3,0.3940044106703456,14.861855942812628,0.08387853724680915,0.02743416367147768,0.16863509193543147,0.14120092826395378,STOP_REJECT,ci_upper_below_break_even,1.4569898848125254e-07,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7833439687560717,0.003960993556443047,0.05457740363506693,0.1794976765029216,0.00042421469168970954
NFP_201202_REL_20120309,2012-03-09,1,0.41524862662352724,63.5128838585354,0.4105789167234441,0.25599460185355527,0.5876057901440669,0.3316111882905116,STOP_ABSTAIN,wide_ci_and_review_evsi_below_cost,0.0,0.01,0.20800000000000002,True,True,executed,0.7235814672042894,0.005914130520347045,0.09250410572882556,0.2289912779643936,0.002096591864771343
NFP_201202_REL_20120309,2012-03-09,2,0.5234181071039838,21.06495016347412,0.2150984606050856,0.10594668137502566,0.3556716154267653,0.24972493405173962,CONTINUE,next_review_evsi_exceeds_cost,0.014198846856606445,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7435644698227556,0.005032926903617035,0.07461498908293807,0.20627246012752617,0.0009916655266245303
NFP_201202_REL_20120309,2012-03-09,3,0.3931284994359119,14.861855942812628,0.08476259588909636,0.028199743048648203,0.16993898252665285,0.14173923947800465,STOP_REJECT,ci_upper_below_break_even,1.2294518176811943e-07,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7952840681062451,0.004100759580375426,0.0560042309658147,0.17376131757196156,0.0004625609742418872
NFP_201204_REL_20120504,2012-05-04,1,0.2676345707727282,63.5128838585354,0.26462964900761465,0.12232925130824193,0.44353337603607407,0.3212041247278321,STOP_ABSTAIN,wide_ci_and_review_evsi_below_cost,0.0032362164703293866,0.01,0.20800000000000002,True,True,executed,0.8163614363665666,0.0042713727705427995,0.06998253857936027,0.15801387189539498,0.0009536477757501341
NFP_201204_REL_20120504,2012-05-04,2,0.4992086065827692,21.06495016347412,0.13245975723764578,0.04502309020969556,0.261029353835893,0.21600626362619743,STOP_REJECT,next_review_evsi_below_cost,0.0008768474936691937,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7867760424708855,0.0034473701564961398,0.054776823352723346,0.14205190010697716,0.0004990237191067783
NFP_201204_REL_20120504,2012-05-04,3,0.42629655487063134,14.861855942812628,0.056689388136657685,0.012201459380537502,0.13179829826676195,0.11959683888622445,STOP_REJECT,ci_upper_below_break_even,3.581170841618831e-08,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7690585108309506,0.002640099810909461,0.041686879844411315,0.118114655637613,0.000261559804009499
NFP_201205_REL_20120601,2012-06-01,1,0.2526623434467962,63.5128838585354,0.24985756172506807,0.12157478426752888,0.4169469253990791,0.29537214113155025,STOP_ABSTAIN,next_review_evsi_below_cost,0.004088817577264002,0.01,0.20800000000000002,True,True,executed,0.7264769750051011,0.004393282421536835,0.08621349610035853,0.17560646135339011,0.0009996074109092782
NFP_201205_REL_20120601,2012-06-01,2,0.49717928545407625,21.06495016347412,0.12445566200572876,0.04518034778812892,0.24088018764838381,0.1956998398602549,STOP_REJECT,next_review_evsi_below_cost,0.00019302479529033643,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7635726114440012,0.0036148683488641032,0.06527718415239549,0.1522977186668972,0.0005247721046227819
NFP_201205_REL_20120601,2012-06-01,3,0.42618670605424847,14.861855942812628,0.053266634679920974,0.012734213442504937,0.12287646452298238,0.11014225108047745,STOP_REJECT,ci_upper_below_break_even,1.785379827428241e-10,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.8555444332544944,0.0030868894794417465,0.051253013932567884,0.1338099185878158,0.0002916679514488473
NFP_201206_REL_20120706,2012-07-06,1,0.2576750861519772,63.5128838585354,0.2547502574809133,0.12430937365498022,0.42270987273037347,0.29840049907539323,STOP_ABSTAIN,next_review_evsi_below_cost,0.0036537776773211614,0.01,0.20800000000000002,True,True,executed,0.7618323286281544,0.004395694823308152,0.09238423652958429,0.1730154514956291,0.000989528464773107
NFP_201206_REL_20120706,2012-07-06,2,0.4982882941814779,21.06495016347412,0.12719000301704486,0.045653928716226505,0.252716283642373,0.20706235492614647,STOP_REJECT,next_review_evsi_below_cost,0.0004213744409624051,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.7753435089795434,0.003564342328680304,0.06839666419310798,0.1501142194846096,0.0005071199620688237
NFP_201206_REL_20120706,2012-07-06,3,0.43176980460614156,14.861855942812628,0.05502425262504856,0.013223357691745034,0.12705576063751825,0.11383240294577321,STOP_REJECT,ci_upper_below_break_even,9.212824450632031e-10,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.8301975055288637,0.002940850104273611,0.05322583475981385,0.13045006419735744,0.00028319809842957723
NFP_201207_REL_20120803,2012-08-03,1,0.4409046137848508,63.5128838585354,0.4360056979731666,0.262168148873979,0.621222882705073,0.359054733831094,STOP_ABSTAIN,wide_ci_and_review_evsi_below_cost,2.0539125955565396e-15,0.01,0.20800000000000002,True,True,executed,0.7448398797601791,0.004878115106578421,0.10509711400378176,0.18982668320421836,0.0020791333477786678
